copy1	copy2	ID.1	ID.2	TEconsensus.1	TEconsensus.2	species.1	species.2	superfamily	mrca	divTime	pID	length	qStart	qEnd	sStart	sEnd	ka	ks	length.aa	community	hitGroup
GCA_019447015.1-CM033470.1-225679478-225684895-C-GCA_905171765.1:ltr-1_family-581	GCA_905171765.1-LR991670.1-30627058-30632565-+-GCA_905171765.1:ltr-1_family-581	785	1400583	GCA_905171765.1:ltr-1_family-581	GCA_905171765.1:ltr-1_family-581	Hymenochirus_boettgeri	Bufo_bufo	LTR/Gypsy	268	422	79.275	5520	57	5398	5420	21	0.0953839095332056	0.43650683550956	1794	9252	4414
GCA_019447015.1-CM033473.1-33723150-33728515-C-GCA_905171765.1:ltr-1_family-647	GCA_905171765.1-LR991669.1-351248873-351253928-C-GCA_905171765.1:ltr-1_family-647	888	1397301	GCA_905171765.1:ltr-1_family-647	GCA_905171765.1:ltr-1_family-647	Hymenochirus_boettgeri	Bufo_bufo	LTR/Gypsy	268	422	79.4	5102	43	5014	1	5053	0.109445999453589	0.41168347874895	1272	9250	4412
GCA_918358865.1-OU911092.1-17907972-17913886-C-GCA_918358865.1:rnd-5_family-2504	GCA_907165245.1-OU015605.1-10036621-10042528-C-GCA_918358865.1:rnd-5_family-2504	533770	523556	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Melinaea_marsaeus_rileyi	Habrosyne_pyritoides	DNA/Academ-1	422	204.076	99.121	5915	1	5913	1	5907	0.00629321982680615	0.00383709565922868	4263	141668	34927
GCA_918358865.1-OU911084.1-38329069-38334209-+-GCA_918358865.1:rnd-5_family-2504	GCA_916999025.1-OU779861.1-37753712-37759626-+-GCA_918358865.1:rnd-5_family-2504	535300	954	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Melinaea_marsaeus_rileyi	Orgyia_antiqua	DNA/Academ-1	422	204.076	99.008	5142	1	5140	2	5134	0.00649036822610474	0.00579656175714696	4293	87995	21996
GCA_918358865.1-OU911084.1-38329069-38334209-+-GCA_918358865.1:rnd-5_family-2504	GCA_916999025.1-OU779868.1-18931900-18937813-+-GCA_918358865.1:rnd-5_family-2504	535300	958	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Melinaea_marsaeus_rileyi	Orgyia_antiqua	DNA/Academ-1	422	204.076	98.833	5142	1	5140	2	5133	0.00767104086753014	0.00580080668086362	4290	87995	21996
GCA_918358865.1-OU911084.1-38329069-38334209-+-GCA_918358865.1:rnd-5_family-2504	GCA_916999025.1-OU779871.1-30252241-30258134-+-GCA_918358865.1:rnd-5_family-2504	535300	983	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Melinaea_marsaeus_rileyi	Orgyia_antiqua	DNA/Academ-1	422	204.076	98.486	5151	1	5140	1	5141	0.00850097542104591	0.00631526280602195	3513	87995	21996
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_918358865.1-OU911091.1-18230996-18236109-C-GCA_000762945.2:rnd-6_family-2710	851441	338912	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Melinaea_marsaeus_rileyi	RC/Helitron	343	1100.062	95.947	4984	25	4956	2	4929	0.0103911644992239	0.0333792287034044	2571	99129	80521
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_918358865.1-OU911089.1-18796407-18801514-C-GCA_000762945.2:rnd-6_family-2710	851441	338913	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Melinaea_marsaeus_rileyi	RC/Helitron	343	1100.062	95.815	4970	39	4956	11	4922	0.0107473164080687	0.0335509555494834	2574	99129	80521
GCA_905171775.1-LR991690.1-94344950-94349376-C-Helitron-1_GA_Helitron_Gasterosteus	GCA_905171765.1-LR991671.1-282187536-282191948-C-Helitron-3_DR_Helitron_Danio	833	1397566	Helitron-1_GA_Helitron_Gasterosteus	Helitron-3_DR_Helitron_Danio	Rana_temporaria	Bufo_bufo	RC/Helitron	270	298.424	95.829	4411	1	4386	4409	1	0.025324742991514	0.0674627761556106	4206	25015	8592
GCA_905171775.1-LR991683.1-441701657-441707734-C-GCA_905171765.1:ltr-1_family-968	GCA_905171765.1-LR991673.1-138720790-138726412-+-GCA_905171765.1:ltr-1_family-1180	363	1397575	GCA_905171765.1:ltr-1_family-968	GCA_905171765.1:ltr-1_family-1180	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	90.48	4958	1127	6067	4949	50	0.0583696985253802	0.150779397808394	4374	4203	2397
GCA_905171775.1-LR991681.1-357431029-357435722-+-BEL-7_XT-I_BEL_Xenopus	GCA_905171765.1-LR991671.1-293748798-293753532-+-BEL-7_XT-I_BEL_Xenopus	979	1397534	BEL-7_XT-I_BEL_Xenopus	BEL-7_XT-I_BEL_Xenopus	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	91.688	4776	1	4693	1	4734	0.0451363619250429	0.073642463430852	2505	4206	2400
GCA_019447015.1-CM033469.1-889338-895255-+-GCA_905171765.1:ltr-1_family-910	GCA_905171765.1-LR991667.1-212388168-212392752-C-GCA_905171765.1:ltr-1_family-910	279	1397578	GCA_905171765.1:ltr-1_family-910	GCA_905171765.1:ltr-1_family-910	Hymenochirus_boettgeri	Bufo_bufo	LTR/Gypsy	268	422	88.588	4355	1	4312	4352	1	0.0662817916053094	0.234897571363084	3627	9249	55836
GCA_019447015.1-CM033469.1-232776803-232782288-C-GCA_905171765.1:ltr-1_family-581	GCA_905171765.1-CAJIMN010000268.1-18915-23970-+-GCA_905171765.1:ltr-1_family-581	678	1397581	GCA_905171765.1:ltr-1_family-581	GCA_905171765.1:ltr-1_family-581	Hymenochirus_boettgeri	Bufo_bufo	LTR/Gypsy	268	422	82.294	5004	57	4995	4970	1	0.108382377939571	0.363468592759104	2820	9252	4414
GCA_021130785.1-JAJKGG010012674.1-37192-42303-C-GCA_918358865.1:rnd-2_family-43	GCA_017312745.1-BOPP01000187.1-1942259-1947762-+-GCA_918358865.1:rnd-2_family-43	695	851632	GCA_918358865.1:rnd-2_family-43	GCA_918358865.1:rnd-2_family-43	Homalodisca_vitripennis	Gryllus_bimaculatus	RC/Helitron	359	761.15	82.428	5264	22	4975	5478	450	0.0507638597578132	0.11149016609432	954	99400	80524
GCA_019447015.1-CM033470.1-281117953-281123277-+-GCA_905171765.1:ltr-1_family-647	GCA_905171765.1-LR991673.1-14408081-14413108-C-GCA_905171765.1:ltr-1_family-647	2551	1397279	GCA_905171765.1:ltr-1_family-647	GCA_905171765.1:ltr-1_family-647	Hymenochirus_boettgeri	Bufo_bufo	LTR/Gypsy	268	422	77.948	5097	372	5324	5019	18	0.114861067982937	0.45208453990476	1650	9250	4412
GCA_905171775.1-LR991683.1-1511957-1518033-C-GCA_905171765.1:ltr-1_family-968	GCA_905171765.1-LR991673.1-138720790-138726412-+-GCA_905171765.1:ltr-1_family-1180	102	1397575	GCA_905171765.1:ltr-1_family-968	GCA_905171765.1:ltr-1_family-1180	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	90.599	4957	1127	6066	4949	50	0.0571118318298884	0.146664827476566	4410	4203	2397
GCA_905171775.1-LR991682.1-301898828-301904869-C-GCA_905171765.1:ltr-1_family-968	GCA_905171765.1-LR991673.1-138720790-138726412-+-GCA_905171765.1:ltr-1_family-1180	200	1397575	GCA_905171765.1:ltr-1_family-968	GCA_905171765.1:ltr-1_family-1180	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	90.559	4957	1092	6031	4949	50	0.0578724732775207	0.147527682867653	4410	4203	2397
GCA_905171775.1-LR991684.1-80559084-80565160-C-GCA_905171765.1:ltr-1_family-968	GCA_905171765.1-LR991673.1-138720790-138726412-+-GCA_905171765.1:ltr-1_family-1180	122	1397575	GCA_905171765.1:ltr-1_family-968	GCA_905171765.1:ltr-1_family-1180	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	90.559	4957	1127	6066	4949	50	0.0564534088008463	0.149876077432294	4410	4203	2397
GCA_905171775.1-LR991690.1-94238642-94243104-C-Helitron-2_DR_Helitron_Danio	GCA_905171765.1-LR991671.1-365326360-365330654-C-Helitron-2_DR_Helitron_Danio	969	1397568	Helitron-2_DR_Helitron_Danio	Helitron-2_DR_Helitron_Danio	Rana_temporaria	Bufo_bufo	RC/Helitron	270	298.424	90.646	4383	92	4419	17	4294	0.050637603564724	0.0903594599227868	1350	25015	8592
GCA_905475395.1-FR997759.1-10656099-10661083-+-GCA_000762945.2:rnd-6_family-2710	GCA_907165245.1-OU015603.1-2657666-2662531-C-GCA_000762945.2:rnd-6_family-2710	851442	338907	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Chrysoperla_carnea	Habrosyne_pyritoides	RC/Helitron	375	665.33514	98.402	4820	165	4984	4865	64	0.00972493228839653	0.0160278304209488	4200	135353	33321
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_918358865.1-OU911094.1-18242404-18247556-C-GCA_000762945.2:rnd-6_family-2710	851441	338895	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Melinaea_marsaeus_rileyi	RC/Helitron	343	1100.062	95.356	4996	31	4956	36	4968	0.0131317492399836	0.0283067252662644	2559	99129	80521
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_918358865.1-OU911094.1-18789085-18794106-C-GCA_000762945.2:rnd-6_family-2710	851441	342691	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Melinaea_marsaeus_rileyi	RC/Helitron	343	1100.062	94.846	4986	33	4956	1	4920	0.0225008302844213	0.0245896856091736	2214	99129	80521
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_019457785.1-JADODY010183417.1-6569654-6574574-C-GCA_000762945.2:rnd-6_family-2710	851441	851556	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Vandiemenella_viatica	RC/Helitron	343	1100.062	93.894	4979	31	4956	13	4892	0.0206221329090646	0.0274790457301221	2520	79847	20118
GCA_905171775.1-LR991687.1-86017879-86022309-C-BEL-7_XT-I_BEL_Xenopus	GCA_905171765.1-LR991670.1-406098614-406103131-C-BEL-7_XT-I_BEL_Xenopus	810	1397583	BEL-7_XT-I_BEL_Xenopus	BEL-7_XT-I_BEL_Xenopus	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	94.412	4438	1	4430	1	4417	0.0379406177470397	0.0759395025375283	3372	4206	2400
GCA_021130785.1-JAJKGG010000693.1-70313-75398-+-GCA_918358865.1:rnd-2_family-43	GCA_017312745.1-BOPP01000187.1-1942259-1947762-+-GCA_918358865.1:rnd-2_family-43	744	851632	GCA_918358865.1:rnd-2_family-43	GCA_918358865.1:rnd-2_family-43	Homalodisca_vitripennis	Gryllus_bimaculatus	RC/Helitron	359	761.15	81.901	5260	132	5083	450	5478	0.075142131605013	0.091133184097615	1122	99400	80524
GCA_019447015.1-CM033469.1-889338-895255-+-GCA_905171765.1:ltr-1_family-910	GCA_905171765.1-LR991669.1-91933258-91939763-C-GCA_905171765.1:ltr-1_family-910	279	1397290	GCA_905171765.1:ltr-1_family-910	GCA_905171765.1:ltr-1_family-910	Hymenochirus_boettgeri	Bufo_bufo	LTR/Gypsy	268	422	88.715	5946	1	5871	6273	330	0.0557004217699068	0.222211993807737	3366	9249	55836
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_918358865.1-OU911094.1-12501999-12513288-+-GCA_000762945.2:rnd-6_family-2710	851441	8230	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Melinaea_marsaeus_rileyi	RC/Helitron	343	1100.062	95.548	4986	26	4956	5105	189	0.0172703048685839	0.0236833933675937	2565	99129	80521
GCA_019009955.1-CM032231.1-128669153-128674715-C-GCA_019009955.1:rnd-5_family-1550	GCA_020882235.1-CM037036.1-11139419-11144200-C-GCA_002778355.1:rnd-4_family-2845	879	876	GCA_019009955.1:rnd-5_family-1550	GCA_002778355.1:rnd-4_family-2845	Riptortus_pedestris	Schizaphis_graminum	RC/Helitron	435	638	93.224	4649	277	4816	205	4781	0.015370158689212	0.0537386468451101	3414	99648	80511
GCA_019009955.1-CM032231.1-128669153-128674715-C-GCA_019009955.1:rnd-5_family-1550	GCA_020882235.1-CM037035.1-22448992-22453716-C-GCA_002778355.1:rnd-4_family-2845	879	872	GCA_019009955.1:rnd-5_family-1550	GCA_002778355.1:rnd-4_family-2845	Riptortus_pedestris	Schizaphis_graminum	RC/Helitron	435	638	93.138	4649	277	4816	146	4724	0.0165407092408973	0.0546075168482799	3414	99648	80511
GCA_907164885.1-OU015501.1-544451-549508-+-GCA_907164885.1:rnd-5_family-1946	GCA_002891405.2-NEVH01018383.1-183886-188899-C-Helitron-2_PM_Helitron_Petromyzon	740	751	GCA_907164885.1:rnd-5_family-1946	Helitron-2_PM_Helitron_Petromyzon	Dolomedes_plantarius	Cryptotermes_secundus	RC/Helitron	343	1100.062	90.855	4724	363	5038	4785	98	0.0518202054549676	0.145941512820739	3738	96179	80519
GCA_021130785.1-JAJKGG010007526.1-5783-10895-+-GCA_918358865.1:rnd-2_family-43	GCA_017312745.1-BOPP01000187.1-1942259-1947762-+-GCA_918358865.1:rnd-2_family-43	691	851632	GCA_918358865.1:rnd-2_family-43	GCA_918358865.1:rnd-2_family-43	Homalodisca_vitripennis	Gryllus_bimaculatus	RC/Helitron	359	761.15	82.158	5263	137	5085	450	5476	0.0705035028883969	0.128303959977587	1302	99400	80524
GCA_905475395.1-FR997759.1-12905042-12910949-+-GCA_918358865.1:rnd-5_family-2504	GCA_916999025.1-OU779861.1-37753712-37759626-+-GCA_918358865.1:rnd-5_family-2504	851443	954	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Chrysoperla_carnea	Orgyia_antiqua	DNA/Academ-1	375	665.33514	99.442	5913	1	5907	2	5914	0.00357432341043733	0.0045684157382125	4314	83990	21073
GCA_905475395.1-FR997759.1-12905042-12910949-+-GCA_918358865.1:rnd-5_family-2504	GCA_916999025.1-OU779868.1-18931900-18937813-+-GCA_918358865.1:rnd-5_family-2504	851443	958	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Chrysoperla_carnea	Orgyia_antiqua	DNA/Academ-1	375	665.33514	99.29	5913	1	5907	2	5913	0.0047419278324878	0.00456774029305397	4311	83990	21073
GCA_020423425.1-JAEMTY010000149.1-19952-25859-C-GCA_918358865.1:rnd-5_family-2504	GCA_916999025.1-OU779861.1-37753712-37759626-+-GCA_918358865.1:rnd-5_family-2504	851444	954	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Chrysopa_pallens	Orgyia_antiqua	DNA/Academ-1	375	665.33514	99.002	5914	1	5907	5914	2	0.00801084536979067	0.00830382469725036	3672	61853	16393
GCA_020423425.1-JAEMTY010000149.1-19952-25859-C-GCA_918358865.1:rnd-5_family-2504	GCA_916999025.1-OU779868.1-18931900-18937813-+-GCA_918358865.1:rnd-5_family-2504	851444	958	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Chrysopa_pallens	Orgyia_antiqua	DNA/Academ-1	375	665.33514	98.85	5914	1	5907	5913	2	0.00939429857818557	0.00830950233259323	3669	61853	16393
GCA_905475395.1-FR997759.1-12905042-12910949-+-GCA_918358865.1:rnd-5_family-2504	GCA_916999025.1-OU779871.1-30252241-30258134-+-GCA_918358865.1:rnd-5_family-2504	851443	983	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Chrysoperla_carnea	Orgyia_antiqua	DNA/Academ-1	375	665.33514	98.279	5928	1	5907	1	5893	0.00524815612766681	0.00786185954453615	3534	83990	21073
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_019457785.1-JADODY010000223.1-3698641-3703616-C-GCA_000762945.2:rnd-6_family-2710	851441	851371	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Vandiemenella_viatica	RC/Helitron	343	1100.062	94.413	4976	30	4952	31	4943	0.0269463322014085	0.0316457752243801	2598	79847	20118
GCA_905171775.1-LR991688.1-155468807-155473759-+-BEL-7_XT-I_BEL_Xenopus	GCA_905171765.1-LR991669.1-324112627-324117374-+-BEL-7_XT-I_BEL_Xenopus	1763	1397591	BEL-7_XT-I_BEL_Xenopus	BEL-7_XT-I_BEL_Xenopus	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	92.516	4770	237	4952	1	4747	0.0451273108526139	0.0879720567671954	4176	4206	2400
GCA_905171775.1-LR991680.1-399101597-399106560-C-BEL-7_XT-I_BEL_Xenopus	GCA_905171765.1-LR991670.1-406098614-406103131-C-BEL-7_XT-I_BEL_Xenopus	1970	1397583	BEL-7_XT-I_BEL_Xenopus	BEL-7_XT-I_BEL_Xenopus	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	93.405	4549	1	4528	1	4517	0.046743220193801	0.0708939357550913	4236	4206	2400
GCA_907164885.1-OU015501.1-115649017-115654242-+-GCA_907164885.1:rnd-5_family-1946	GCA_002891405.2-NEVH01005285.1-23417-28414-C-Helitron-2_PM_Helitron_Petromyzon	757	776	GCA_907164885.1:rnd-5_family-1946	Helitron-2_PM_Helitron_Petromyzon	Dolomedes_plantarius	Cryptotermes_secundus	RC/Helitron	343	1100.062	89.745	4739	494	5198	4772	85	0.0833135550085319	0.119050893805434	3015	96179	80519
GCA_918358865.1-OU911082.1-464149-470075-+-GCA_918358865.1:rnd-5_family-2504	GCA_907165245.1-OU015605.1-10036621-10042528-C-GCA_918358865.1:rnd-5_family-2504	484973	523556	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Melinaea_marsaeus_rileyi	Habrosyne_pyritoides	DNA/Academ-1	422	204.076	98.903	5927	2	5926	5907	1	0.00599482636759585	0.00451745033591793	4248	141668	34927
GCA_905475395.1-FR997759.1-12905042-12910949-+-GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1-OU911093.1-5609079-5614971-+-GCA_918358865.1:rnd-5_family-2504	851443	484972	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Chrysoperla_carnea	Melinaea_marsaeus_rileyi	DNA/Academ-1	375	665.33514	98.863	5893	1	5878	2	5872	0.00269958814360549	0.00382352697523427	4281	55498	15142
GCA_020423425.1-JAEMTY010000149.1-19952-25859-C-GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1-OU911093.1-5609079-5614971-+-GCA_918358865.1:rnd-5_family-2504	851444	484972	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Chrysopa_pallens	Melinaea_marsaeus_rileyi	DNA/Academ-1	375	665.33514	98.336	5891	30	5907	5872	2	0.00911963210012785	0.00742967835961038	3651	26435	8909
GCA_002778355.1-NQII01004605.1-95687-101552-C-GCA_918358865.1:rnd-5_family-2504	GCA_020423425.1-CM035593.1-2187866-2193769-+-GCA_918358865.1:rnd-5_family-2504	851555	851448	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Clitarchus_hookeri	Chrysopa_pallens	DNA/Academ-1	359	761.15	91.646	5913	12	5865	5883	2	0.0331052206093432	0.136767235238235	2928	45841	13020
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_907165245.1-OU015603.1-2657666-2662531-C-GCA_000762945.2:rnd-6_family-2710	851441	338907	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Habrosyne_pyritoides	RC/Helitron	343	1100.062	96.091	4912	98	4956	1	4845	0.0115379133787008	0.00832080158112531	2571	99118	24757
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_918358865.1-OU911091.1-29807971-29812921-C-GCA_000762945.2:rnd-6_family-2710	851441	338919	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Melinaea_marsaeus_rileyi	RC/Helitron	343	1100.062	95.509	4966	44	4956	1	4914	0.0214272562303701	0.0271353570227279	2568	99129	80521
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_918358865.1-OU911094.1-19350848-19355976-+-GCA_000762945.2:rnd-6_family-2710	851441	338909	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Melinaea_marsaeus_rileyi	RC/Helitron	343	1100.062	95.14	5000	33	4956	5125	184	0.0163100072531592	0.0233731252391245	1887	99129	80521
GCA_002778355.1-NQII01000386.1-298092-303215-C-GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1-OU911084.1-38329069-38334209-+-GCA_918358865.1:rnd-5_family-2504	489336	535300	GCA_918358865.1:rnd-5_family-2504	GCA_918358865.1:rnd-5_family-2504	Clitarchus_hookeri	Melinaea_marsaeus_rileyi	DNA/Academ-1	359	761.15	94.35	4389	735	5123	5137	751	0.0367506174014275	0.124638237692727	4290	47129	13313
GCA_907164885.1-OU015494.1-2518000-2523062-C-GCA_907164885.1:rnd-5_family-1946	GCA_002891405.2-NEVH01020940.1-2507235-2512245-+-Helitron-2_PM_Helitron_Petromyzon	749	800	GCA_907164885.1:rnd-5_family-1946	Helitron-2_PM_Helitron_Petromyzon	Dolomedes_plantarius	Cryptotermes_secundus	RC/Helitron	343	1100.062	91.331	4718	20	4721	4913	224	0.063333033515499	0.106269987427607	2901	96179	80519
GCA_006491805.2-QLNU02013614.1-3284774-3289345-+-GCA_006491805.2:ltr-1_family-5	GCA_907164885.1-OU015495.1-87518537-87523813-C-GCA_006491805.2:ltr-1_family-5	851365	1397255	GCA_006491805.2:ltr-1_family-5	GCA_006491805.2:ltr-1_family-5	Dysdera_silvatica	Dolomedes_plantarius	LTR/Pao	349	605.686	89.539	4598	1	4571	5276	724	0.0822206716786305	0.147465502823304	3513	47286	13350
GCA_018994145.1-CM032236.1-161936446-161941245-C-GCA_905171775.1:ltr-1_family-569	GCA_905171765.1-LR991668.1-195906663-195911695-+-GCA_905171775.1:ltr-1_family-569	852587	1421917	GCA_905171775.1:ltr-1_family-569	GCA_905171775.1:ltr-1_family-569	Leptobrachium_ailaonicum	Bufo_bufo	LTR/Pao	269	385.56471	84.83	4331	234	4551	5032	809	0.0999629991351961	0.251888969624503	2655	45612	60593
GCA_011762765.1-WURS01012801.1-298-4654-+-Helitron-2_PM_Helitron_Petromyzon	GCA_002891405.2-NEVH01013203.1-239637-244549-+-Helitron-2_PM_Helitron_Petromyzon	877	885	Helitron-2_PM_Helitron_Petromyzon	Helitron-2_PM_Helitron_Petromyzon	Rhinocypha_anisoptera	Cryptotermes_secundus	RC/Helitron	358	798.2	84.41	4381	26	4356	465	4774	0.130349978351253	0.170725119100674	2229	96097	23970
GCA_019447015.1-CM033470.1-235366011-235371510-+-GCA_905171765.1:ltr-1_family-647	GCA_905171765.1-LR991667.1-7698933-7703784-+-GCA_905171765.1:ltr-1_family-647	337	1397748	GCA_905171765.1:ltr-1_family-647	GCA_905171765.1:ltr-1_family-647	Hymenochirus_boettgeri	Bufo_bufo	LTR/Gypsy	268	422	80.722	4959	3	4928	1	4851	0.104591010275894	0.406857745934315	3282	9250	4412
GCA_019447015.1-JAACNH010000951.1-50059-55556-+-GCA_905171765.1:ltr-1_family-647	GCA_905171765.1-LR991667.1-7698933-7703784-+-GCA_905171765.1:ltr-1_family-647	334	1397748	GCA_905171765.1:ltr-1_family-647	GCA_905171765.1:ltr-1_family-647	Hymenochirus_boettgeri	Bufo_bufo	LTR/Gypsy	268	422	80.678	4958	3	4928	1	4851	0.104685158038509	0.405874011482711	3282	9250	4412
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_918358865.1-OU911089.1-15488105-15493194-+-GCA_000762945.2:rnd-6_family-2710	851441	338915	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Melinaea_marsaeus_rileyi	RC/Helitron	343	1100.062	95.011	4991	31	4956	5089	185	0.0164172475922037	0.0277515518617244	2565	99129	80521
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_918358865.1-OU911089.1-14729001-14734140-+-GCA_000762945.2:rnd-6_family-2710	851441	338928	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Melinaea_marsaeus_rileyi	RC/Helitron	343	1100.062	94.503	5003	31	4956	5119	189	0.0229500575025871	0.0352695656411056	1785	99129	80521
GCA_015342795.1-CM027189.1-80303989-80308945-C-GCA_000762945.2:rnd-6_family-2710	GCA_019457785.1-JADODY010172204.1-62927-67865-+-GCA_000762945.2:rnd-6_family-2710	851441	851523	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Argiope_bruennichi	Vandiemenella_viatica	RC/Helitron	343	1100.062	94.296	4979	31	4956	4938	27	0.0236239937003281	0.0345899491055522	2550	79847	20118
GCA_021130785.1-JAJKGG010004932.1-22965-27810-C-GCA_918358865.1:rnd-2_family-43	GCA_910592155.1-OU342966.1-11139473-11144054-+-GCA_918358865.1:rnd-2_family-43	754	1334	GCA_918358865.1:rnd-2_family-43	GCA_918358865.1:rnd-2_family-43	Homalodisca_vitripennis	Ypsolopha_scabrella	RC/Helitron	374	743.8	96.761	4384	8	4339	4364	3	0.0152210221128718	0.016293437057151	2373	100156	80507
GCA_000762945.2-KZ618816.1-5301-10359-+-GCA_000762945.2:rnd-6_family-2710	GCA_905475395.1-FR997759.1-10656099-10661083-+-GCA_000762945.2:rnd-6_family-2710	851440	851442	GCA_000762945.2:rnd-6_family-2710	GCA_000762945.2:rnd-6_family-2710	Blattella_germanica	Chrysoperla_carnea	RC/Helitron	359	761.15	92.029	4880	84	4951	114	4982	0.03807527181456	0.163434720510854	3240	113580	28106
GCA_905171775.1-LR991687.1-86017879-86022309-C-BEL-7_XT-I_BEL_Xenopus	GCA_905171765.1-LR991669.1-324112627-324117374-+-BEL-7_XT-I_BEL_Xenopus	810	1397591	BEL-7_XT-I_BEL_Xenopus	BEL-7_XT-I_BEL_Xenopus	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	94.456	4437	1	4430	4747	314	0.0431618041729075	0.0849181767301337	3420	4206	2400
GCA_907164885.1-OU015501.1-544451-549508-+-GCA_907164885.1:rnd-5_family-1946	GCA_002891405.2-NEVH01005285.1-23417-28414-C-Helitron-2_PM_Helitron_Petromyzon	740	776	GCA_907164885.1:rnd-5_family-1946	Helitron-2_PM_Helitron_Petromyzon	Dolomedes_plantarius	Cryptotermes_secundus	RC/Helitron	343	1100.062	90.049	4723	365	5038	4766	98	0.0580116921905968	0.135997644968335	4146	96179	80519
